ocena,ime,alkohol,kategorija,cena,opis,ocenjevalec,cas_ocene 
86,The Quiet Man 8 year old,40.0,Irish,50,"The nose on the single malt is spicier than their blend, with salted caramels and a smear of honey to boot. Key to the palate is the fresh fruitiness: melon, pear, and white grape. Additionally, there’s honey, a hefty malt presence, and spices keep things interesting. The finish of bruised fruit makes a greater impression at the back of the palate. Water emphasizes sweetness and blushing summer fruits. Great quality, though it doesn’t shout it from the rooftops.",Jonny McCormick,Summer 2016
86,A.D. Laws Origins Bottled in Bond Four Grain Bourbon,50.0,Craft Whiskey,75,"Same mashbill as the Laws Four Grain, aged 4 years. Hard, dry corn aromas; no sulfur. Hot, straightforward corn and oak, with active spices. One of the leanest, most austere young bourbons I’ve ever tasted; no compromises, no lush sweetness: savory bourbon. The finish is great: tingling and tasty for a long time after the swallow. Not a bonded for cocktails; sip this.",Lew Bryson,Summer 2016
86,A.D. Laws Secale Single Barrel Cask Strength Straight Rye (Barrel #29),55.0,Craft Whiskey,90,"Mashbill of 95% rye, 5% malt; both Colorado-sourced. Aged 3 years in full-size barrels. Same grass and spice in the nose as the Straight Rye, but a sweet, almost sherry-like note as well. Flavors are similar—rye grain, bitter oil, alcohol heat—but there’s an added hit of dry cocoa, more heat, and a better, non-sticky finish with a grudging hint of sweetness at the end. Dialed up overall.",Lew Bryson,Summer 2016
86,Chivas Regal The Chivas Brothers’ Blend 12 year old,40.0,Blended Scotch Whisky,58,"Intended to recreate the spirit of James and John Chivas, this blend uses high proportions of Longmorn and Strathisla malts. The nose has green apples, peaches in syrup, blended honey, and oat flapjacks. A soft and light opener of orange sherbet, melon, and dried apple. Dilution yields a delicious creamy texture with more assertive citrus flavors and bitter peel showing by the end. A distinctive character from the regular 12 year old, but this should be regarded as an equal. £40",Jonny McCormick,Spring 2016
86,Chivas Regal 12 year old,40.0,Blended Scotch Whisky,25,"The assured Scotch whisky that became one of the classic blends. Dry and sweet, with a nose of vanilla sponge, fresh cut flowers, and marzipan over a malty base. Pleasingly oily, with flavors of burning butter, malty toffee, and cake mix, with gentle spices and hints of chocolate appearing the longer you hold off swallowing. The glossy mouthfeel makes this feel like an everyday luxury. A finish of spent spices, cocoa, hazelnut, and a waft of smoke brings it home.",Jonny McCormick,Spring 2016
86,Noah&#039;s Mill,,Bourbon/Tennessee,50,"From the folks at Willett distillery, Noah’s Mill has less than 20 barrels in a batch and will include 15 year old barrels in the dump. The deep amber color prepares the nose for what promises to be an exciting ride. Aromas of ginger, plums, cinnamon, fresh-baked cornbread, and fresh-squeezed cherries. The warm palate packs caramel, nutmeg, and vanilla with lovely cinnamon on the finish. Sourced whiskey.",Fred Minnick,Spring 2016
86,Arran Smugglers’ Series Vol. 1 The Illicit Stills,,Single Malt Scotch,123,"Illicit Stills is the first in a trilogy of limited releases reflecting Arran’s distilling heritage. It includes unpeated Arran spirit, some of which has been aged in port pipes, along with amounts of medium-peated and heavily-peated whisky. Warm and rounded on the oily nose; figs and peat, before caramel and vanilla develop. Viscous in the mouth, with succulent orange and spicy peat. The finish is very long and peppery, with mouth-drying tannins. £85",Gavin Smith,Spring 2016
86,Dalwhinnie 25 year old (Diageo Special Releases 2015),,Single Malt Scotch,480,"Distilled in 1989, this edition of Dalwhinnie is the fifth to appear in this annual line-up, and was aged in refill American oak hogsheads. 5,196 bottles are available. Pine, vanilla, and honey on the nose. Sweet on the viscous palate, with unripe apples, pineapple, cinnamon, and honey. The finish is medium in length, slightly savory, with dark chocolate and a hint of sweet oak.",Gavin Smith,Spring 2016
86,Wemyss Malts Peat Chimney,46.0,Blended Scotch Whisky,54,"Imagine your nose hovering inches above well-dried peat, then throw in salted nuts, brittle toffee, and an intensification of vanilla pods. This feels more rounded and balanced than earlier bottlings and is the better for it. Warm, sweet caramel, juicy orange, and lime zest are shot through with peat, the rising smoke driving you back while pepper and ginger give close support. The most improved of the Wemyss three, but a bit more heft in the composition wouldn’t go amiss. £37",Jonny McCormick,Spring 2016
86,"Koval Single Barrel Bourbon (Barrel 1,250)",47.0,Craft Whiskey,50,"Certified organic, “aged under four years.” Oak is forward on the nose—young and fresh-sawn—with sweet spicy hard candies: cinnamon and teaberry. Juicy in the mouth: sweet, springing with that spice-fruit bounce off an oak board. Rye oil hides in the back, then slides forward with the oak to take over the finish. Dynamic. I haven&#039;t been a big Koval fan, but we&#039;re definitely on the right path here.",Lew Bryson,Spring 2016
86,Stalk & Barrel Rye (Cask 49),46.0,Canadian,70,"Rye flour, powerful rye spices—hot, sweet, and flavorful—bathed in flaxseed oil. Fragrant hints of breakfast tea blend with ripe dark fruit, peaches, and rich lilac perfume. Sweet and sour, and quite peppery, with a long finish. Made with nothing but rye grain, yet there is a certain slippery quality more commonly found in corn whisky. This is Still Waters distillery at its best.",Davin de Kergommeaux,Spring 2016
86,"Cody Road Single Barrel Bourbon (Barrel 120,184)",,Craft Whiskey,45,"A 70/20/10% mashbill (corn/wheat/malt), aged 32 months. A sweet corn, citrus-tipped nose, not as hot as expected. Hot on the tongue, though, and spreads like fire. Dynamic balance of sweet corn and spicy candy with crimping oak spice and alcohol heat. Finish is like fireworks: a rush to an explosion of sweet, oaky heat in the back of the mouth, with a slow spark rain that sparkles on the tongue. Exciting.",Lew Bryson,Spring 2016
86,Douglas Laing 21 year old (distilled at Highland Park),,Single Malt Scotch,224,"This Highland Park bottling appears in Douglas Laing’s prestigious XOP range, and after distillation in September 1994 the spirit in question was matured in a single refill hogshead (#10897) before bottling in September 2015. The outturn is just 228 bottles. Boiled fruit sweets and malt on the nose, with underlying sea salt and gentle, leathery smoke. Confident in the mouth, with allspice, honey, barley, and wood smoke. The finish is lengthy, with drying oak and peat. £155",Gavin Smith,Spring 2016
86,Detroit City Homegrown Rye,47.0,Craft Whiskey,50,"Spicy, buttery nose (“aged six months with oak staves”) with some oak plank notes. Hey, that&#039;s pretty tasty! Rye character is spicy, forward, and flows surely right into the nicely warm finish. Michigan-grown rye done in a pot still in downtown Detroit, about a mile and a half from the Hiram Walker plant. Good young rye; one to watch.",Lew Bryson,Spring 2016
86,J.P. Wiser&#039;s Triple Barrel,40.0,Canadian,31,"Drinkers with a refined palate will enjoy the breadth and complexity of this whisky, the session drinker, its velvety smoothness. Barrel notes, from toasted vanilla to caramelized sugar and spicy cloves, give way to pickle-sour rye and bitter citrus pith. Searing peppers and ginger keep it exciting as dark fruits and black cherries fade to lime pith and peel. A long, glowing finish. <em>(Australia only) $43 AUD</em>",Davin de Kergommeaux,Spring 2016
86,Michter’s Toasted Barrel Finish Bourbon (Batch 15H664),,Bourbon/Tennessee,53,"Smells like bourbon—corn, a bit of cinnamon, oak—but there’s something else: a touch of doughy sweetness, a note of straight wood, a twist. Light and pleasant, with enough heat to keep it respectable (and likely alive in a cocktail); all the usual suspects are here, but without the heavier oak character. Afternoon bourbon.",Lew Bryson,Winter 2015
86,1792 Port Finish Bourbon,,Bourbon/Tennessee,40,"The port finish is very evident but not overpowering. A fruit basket on the palate, with caramel apple, currants (red and black), bramble, apricot, toasted coconut, vanilla wafer, and anise. Rich and velvety in texture, with a long, gently sweet finish.",John Hansell,Winter 2015
86,Royal Brackla 12 year old,40.0,Single Malt Scotch,75,"As part of its program to make available single malts from all five of its Scotch whisky distilleries, Bacardi subsidiary John Dewar &amp; Sons has now released a trio of bottlings from Royal Brackla, situated near Nairn in the Scottish Highlands. The 12, 16, and 21 year old expressions are initially available in ten markets, Including the UK, U.S., and Canada.

The nose offers warm spices, walnuts, malt, peaches in cream, honey, vanilla, and a slightly herbal, earthy note. Quite robust on the palate for its strength, with spice, sweet sherry, and mildly smoky orchard fruit. The finish is relatively long, with cocoa powder, citrus fruit, and ginger.",Gavin Smith,Winter 2015
86,Tomatin Contrasting Casks Sherry Matured,46.0,Single Malt Scotch,152,"Tomatin has released a limited edition (5,400) pack comprising two 350ml bottles, each containing a vatting of whisky distilled in 1973, 1977, 1988, 1991, 2002, and 2006. One was matured in bourbon barrels <em>(see below)</em>; this one in sherry casks. Initially savory on the nose, then warm leather, sherry, and glacé cherries. Very smooth on the palate with soft spices, which increase in intensity. Black treacle and Seville oranges. Peppery treacle and old oak in the finish. £100",Gavin Smith,Winter 2015
86,Tomatin Cù Bòcan The Bourbon Edition,46.0,Single Malt Scotch,76,"This is the third in a trilogy of limited releases from Tomatin, featuring the different cask types used to mature components of the standard, lightly peated Cù Bòcan variant. It follows Sherry Edition and Virgin Oak expressions. Initially, crisp green apples on the nose, then developing vanilla and caramel. Sweet, smoky apple and cinnamon. Soft and sweet on the early palate, with quite dry smoke evolving along with dark spices. Licorice and aniseed in the finish, with a citric tang. £50",Gavin Smith,Winter 2015
86,Master of Malt Single Cask Series (distilled at Loch Lomond) 18 year old,,Grain Scotch Whisky,135,"The strength is immediately apparent, though the nose has a curious mix of potato chips, tarragon, salt, and fizzy sherbet. The palate is more fruity, quite syrupy and sugary, with a lift of honeycomb and spicy ginger. It develops spiced orange notes, lime, soft summer fruits, vanilla, and Milka chocolate, encased in a thick, dense mouthfeel with nutmeg, dried peel, and powdered chocolate. A rumbustious dram at cask strength, but when tamed, it coaxes out ginger-sprinkled papaya and mango. (96 bottles) £89",Jonny McCormick,Winter 2015
86,Ballantine’s 17 year old Signature Distillery Editions – Glentauchers,40.0,Blended Scotch Whisky,80,"Glentauchers distillery is another Chivas Brothers workhorse located deep in the Speyside countryside. Through the aromas of honey, caramel, and vanilla peek barley stalks, hard pears, and hints of Cadbury buttons. The flavor opens sweet, with red berries and Parma violets. Although this is intended to follow a lighter style, it’s very flavorsome, with creamy vanilla, poached pear, and dried apple. A juicy finish with fruitiness oozing from the cheeks.",Jonny McCormick,Winter 2015
